rank_au,whisky,expression,brand,style,age,abv,size_ml,store,state,price_aud,in_stock,product_url,store_url,store_logo,last_seen,source,popularity_group
23,Maker's Mark,Kentucky Straight Bourbon 700mL,Maker's Mark,American,,,700,Liquorland,AU,63.86,True,https://www.liquorland.com.au/spirits/whisky?search=Maker's+Mark,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
23,Maker's Mark,Kentucky Straight Bourbon 700mL,Maker's Mark,American,,,700,First Choice,AU,60.62,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Maker's+Mark,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
24,Wild Turkey 101,Kentucky Straight Bourbon 700mL,Wild Turkey,American,,,700,Dan Murphy's,AU,63.0,True,https://www.danmurphys.com.au/whisky/all?search=Wild+Turkey+101,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
24,Wild Turkey 101,Kentucky Straight Bourbon 700mL,Wild Turkey,American,,,700,BWS,AU,61.8,True,https://bws.com.au/spirits/whisky?search=Wild+Turkey+101,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
24,Wild Turkey 101,Kentucky Straight Bourbon 700mL,Wild Turkey,American,,,700,Liquorland,AU,59.8,True,https://www.liquorland.com.au/spirits/whisky?search=Wild+Turkey+101,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
24,Wild Turkey 101,Kentucky Straight Bourbon 700mL,Wild Turkey,American,,,700,First Choice,AU,62.6,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Wild+Turkey+101,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
25,Buffalo Trace,Kentucky Straight Bourbon 700mL,Buffalo Trace,American,,,700,Dan Murphy's,AU,67.0,True,https://www.danmurphys.com.au/whisky/all?search=Buffalo+Trace,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 25
25,Buffalo Trace,Kentucky Straight Bourbon 700mL,Buffalo Trace,American,,,700,BWS,AU,60.72,True,https://bws.com.au/spirits/whisky?search=Buffalo+Trace,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 25
25,Buffalo Trace,Kentucky Straight Bourbon 700mL,Buffalo Trace,American,,,700,Liquorland,AU,65.92,True,https://www.liquorland.com.au/spirits/whisky?search=Buffalo+Trace,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 25
25,Buffalo Trace,Kentucky Straight Bourbon 700mL,Buffalo Trace,American,,,700,First Choice,AU,62.64,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Buffalo+Trace,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 25
26,Woodford Reserve,Kentucky Straight Bourbon 700mL,Woodford Reserve,American,,,700,Dan Murphy's,AU,72.0,True,https://www.danmurphys.com.au/whisky/all?search=Woodford+Reserve,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
26,Woodford Reserve,Kentucky Straight Bourbon 700mL,Woodford Reserve,American,,,700,BWS,AU,69.56,True,https://bws.com.au/spirits/whisky?search=Woodford+Reserve,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
26,Woodford Reserve,Kentucky Straight Bourbon 700mL,Woodford Reserve,American,,,700,Liquorland,AU,73.16,True,https://www.liquorland.com.au/spirits/whisky?search=Woodford+Reserve,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
26,Woodford Reserve,Kentucky Straight Bourbon 700mL,Woodford Reserve,American,,,700,First Choice,AU,74.72,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Woodford+Reserve,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
27,Bulleit Bourbon,Kentucky Straight Bourbon 700mL,Bulleit,American,,,700,Dan Murphy's,AU,60.0,True,https://www.danmurphys.com.au/whisky/all?search=Bulleit+Bourbon,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
27,Bulleit Bourbon,Kentucky Straight Bourbon 700mL,Bulleit,American,,,700,BWS,AU,58.78,True,https://bws.com.au/spirits/whisky?search=Bulleit+Bourbon,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
27,Bulleit Bourbon,Kentucky Straight Bourbon 700mL,Bulleit,American,,,700,Liquorland,AU,63.83,True,https://www.liquorland.com.au/spirits/whisky?search=Bulleit+Bourbon,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
27,Bulleit Bourbon,Kentucky Straight Bourbon 700mL,Bulleit,American,,,700,First Choice,AU,60.61,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Bulleit+Bourbon,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
28,Dewar's 12YO,Blended Scotch Whisky 700mL,Dewar's,Scotch,,,700,Dan Murphy's,AU,51.0,True,https://www.danmurphys.com.au/whisky/all?search=Dewar's+12YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
28,Dewar's 12YO,Blended Scotch Whisky 700mL,Dewar's,Scotch,,,700,BWS,AU,47.0,True,https://bws.com.au/spirits/whisky?search=Dewar's+12YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
28,Dewar's 12YO,Blended Scotch Whisky 700mL,Dewar's,Scotch,,,700,Liquorland,AU,51.5,True,https://www.liquorland.com.au/spirits/whisky?search=Dewar's+12YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
28,Dewar's 12YO,Blended Scotch Whisky 700mL,Dewar's,Scotch,,,700,First Choice,AU,49.5,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Dewar's+12YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
29,Dewar's White Label,Blended Scotch Whisky 700mL,Dewar's,Scotch,,,700,Dan Murphy's,AU,43.0,True,https://www.danmurphys.com.au/whisky/all?search=Dewar's+White+Label,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
29,Dewar's White Label,Blended Scotch Whisky 700mL,Dewar's,Scotch,,,700,BWS,AU,45.14,True,https://bws.com.au/spirits/whisky?search=Dewar's+White+Label,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
29,Dewar's White Label,Blended Scotch Whisky 700mL,Dewar's,Scotch,,,700,Liquorland,AU,44.29,True,https://www.liquorland.com.au/spirits/whisky?search=Dewar's+White+Label,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
29,Dewar's White Label,Blended Scotch Whisky 700mL,Dewar's,Scotch,,,700,First Choice,AU,41.43,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Dewar's+White+Label,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
30,Ballantine's Finest,Blended Scotch Whisky 700mL,Ballantine's,Scotch,,,700,Dan Murphy's,AU,41.0,True,https://www.danmurphys.com.au/whisky/all?search=Ballantine's+Finest,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
30,Ballantine's Finest,Blended Scotch Whisky 700mL,Ballantine's,Scotch,,,700,BWS,AU,42.16,True,https://bws.com.au/spirits/whisky?search=Ballantine's+Finest,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
30,Ballantine's Finest,Blended Scotch Whisky 700mL,Ballantine's,Scotch,,,700,Liquorland,AU,45.26,True,https://www.liquorland.com.au/spirits/whisky?search=Ballantine's+Finest,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
30,Ballantine's Finest,Blended Scotch Whisky 700mL,Ballantine's,Scotch,,,700,First Choice,AU,43.42,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Ballantine's+Finest,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
31,Dimple 12YO,Blended Scotch Whisky 700mL,Dimple,Scotch,,,700,Dan Murphy's,AU,57.0,True,https://www.danmurphys.com.au/whisky/all?search=Dimple+12YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
31,Dimple 12YO,Blended Scotch Whisky 700mL,Dimple,Scotch,,,700,BWS,AU,53.86,True,https://bws.com.au/spirits/whisky?search=Dimple+12YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
31,Dimple 12YO,Blended Scotch Whisky 700mL,Dimple,Scotch,,,700,Liquorland,AU,56.71,True,https://www.liquorland.com.au/spirits/whisky?search=Dimple+12YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
31,Dimple 12YO,Blended Scotch Whisky 700mL,Dimple,Scotch,,,700,First Choice,AU,60.57,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Dimple+12YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
32,J&B Rare,Blended Scotch Whisky 700mL,J&B,Scotch,,,700,Dan Murphy's,AU,42.0,True,https://www.danmurphys.com.au/whisky/all?search=J&B+Rare,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
32,J&B Rare,Blended Scotch Whisky 700mL,J&B,Scotch,,,700,BWS,AU,41.18,True,https://bws.com.au/spirits/whisky?search=J&B+Rare,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
32,J&B Rare,Blended Scotch Whisky 700mL,J&B,Scotch,,,700,Liquorland,AU,42.23,True,https://www.liquorland.com.au/spirits/whisky?search=J&B+Rare,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
32,J&B Rare,Blended Scotch Whisky 700mL,J&B,Scotch,,,700,First Choice,AU,44.41,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=J&B+Rare,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
33,Grant's Triple Wood,Blended Scotch Whisky 700mL,Grant's,Scotch,,,700,Dan Murphy's,AU,41.0,True,https://www.danmurphys.com.au/whisky/all?search=Grant's+Triple+Wood,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
33,Grant's Triple Wood,Blended Scotch Whisky 700mL,Grant's,Scotch,,,700,BWS,AU,37.2,True,https://bws.com.au/spirits/whisky?search=Grant's+Triple+Wood,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
33,Grant's Triple Wood,Blended Scotch Whisky 700mL,Grant's,Scotch,,,700,Liquorland,AU,40.2,True,https://www.liquorland.com.au/spirits/whisky?search=Grant's+Triple+Wood,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
33,Grant's Triple Wood,Blended Scotch Whisky 700mL,Grant's,Scotch,,,700,First Choice,AU,38.4,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Grant's+Triple+Wood,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
34,Glenmorangie Original 10YO,Single Malt Scotch Whisky 700mL,Glenmorangie,Scotch,,,700,Dan Murphy's,AU,83.0,True,https://www.danmurphys.com.au/whisky/all?search=Glenmorangie+Original+10YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
34,Glenmorangie Original 10YO,Single Malt Scotch Whisky 700mL,Glenmorangie,Scotch,,,700,BWS,AU,79.36,True,https://bws.com.au/spirits/whisky?search=Glenmorangie+Original+10YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
34,Glenmorangie Original 10YO,Single Malt Scotch Whisky 700mL,Glenmorangie,Scotch,,,700,Liquorland,AU,86.46,True,https://www.liquorland.com.au/spirits/whisky?search=Glenmorangie+Original+10YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
34,Glenmorangie Original 10YO,Single Malt Scotch Whisky 700mL,Glenmorangie,Scotch,,,700,First Choice,AU,85.82,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Glenmorangie+Original+10YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
35,Talisker 10YO,Single Malt Scotch Whisky 700mL,Talisker,Scotch,,,700,Dan Murphy's,AU,93.0,True,https://www.danmurphys.com.au/whisky/all?search=Talisker+10YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
35,Talisker 10YO,Single Malt Scotch Whisky 700mL,Talisker,Scotch,,,700,BWS,AU,91.12,False,https://bws.com.au/spirits/whisky?search=Talisker+10YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
35,Talisker 10YO,Single Malt Scotch Whisky 700mL,Talisker,Scotch,,,700,Liquorland,AU,99.82,True,https://www.liquorland.com.au/spirits/whisky?search=Talisker+10YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
35,Talisker 10YO,Single Malt Scotch Whisky 700mL,Talisker,Scotch,,,700,First Choice,AU,96.94,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Talisker+10YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
36,Laphroaig 10YO,Single Malt Scotch Whisky 700mL,Laphroaig,Scotch,,,700,Dan Murphy's,AU,95.0,True,https://www.danmurphys.com.au/whisky/all?search=Laphroaig+10YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
36,Laphroaig 10YO,Single Malt Scotch Whisky 700mL,Laphroaig,Scotch,,,700,BWS,AU,93.08,True,https://bws.com.au/spirits/whisky?search=Laphroaig+10YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
36,Laphroaig 10YO,Single Malt Scotch Whisky 700mL,Laphroaig,Scotch,,,700,Liquorland,AU,97.88,False,https://www.liquorland.com.au/spirits/whisky?search=Laphroaig+10YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
36,Laphroaig 10YO,Single Malt Scotch Whisky 700mL,Laphroaig,Scotch,,,700,First Choice,AU,95.96,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Laphroaig+10YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
37,The Balvenie DoubleWood 12YO,Single Malt Scotch Whisky 700mL,The Balvenie,Scotch,,,700,Dan Murphy's,AU,114.0,True,https://www.danmurphys.com.au/whisky/all?search=The+Balvenie+DoubleWood+12YO,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
37,The Balvenie DoubleWood 12YO,Single Malt Scotch Whisky 700mL,The Balvenie,Scotch,,,700,BWS,AU,112.7,True,https://bws.com.au/spirits/whisky?search=The+Balvenie+DoubleWood+12YO,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
37,The Balvenie DoubleWood 12YO,Single Malt Scotch Whisky 700mL,The Balvenie,Scotch,,,700,Liquorland,AU,119.45,True,https://www.liquorland.com.au/spirits/whisky?search=The+Balvenie+DoubleWood+12YO,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
37,The Balvenie DoubleWood 12YO,Single Malt Scotch Whisky 700mL,The Balvenie,Scotch,,,700,First Choice,AU,114.15,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=The+Balvenie+DoubleWood+12YO,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
38,The Macallan 12 Double Cask,Single Malt Scotch Whisky 700mL,The Macallan,Scotch,,,700,Dan Murphy's,AU,139.0,True,https://www.danmurphys.com.au/whisky/all?search=The+Macallan+12+Double+Cask,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
38,The Macallan 12 Double Cask,Single Malt Scotch Whisky 700mL,The Macallan,Scotch,,,700,BWS,AU,139.22,True,https://bws.com.au/spirits/whisky?search=The+Macallan+12+Double+Cask,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
38,The Macallan 12 Double Cask,Single Malt Scotch Whisky 700mL,The Macallan,Scotch,,,700,Liquorland,AU,145.17,True,https://www.liquorland.com.au/spirits/whisky?search=The+Macallan+12+Double+Cask,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
38,The Macallan 12 Double Cask,Single Malt Scotch Whisky 700mL,The Macallan,Scotch,,,700,First Choice,AU,142.39,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=The+Macallan+12+Double+Cask,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
39,The Macallan 12 Sherry Oak,Single Malt Scotch Whisky 700mL,The Macallan,Scotch,,,700,Dan Murphy's,AU,164.0,True,https://www.danmurphys.com.au/whisky/all?search=The+Macallan+12+Sherry+Oak,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
39,The Macallan 12 Sherry Oak,Single Malt Scotch Whisky 700mL,The Macallan,Scotch,,,700,BWS,AU,159.7,True,https://bws.com.au/spirits/whisky?search=The+Macallan+12+Sherry+Oak,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
39,The Macallan 12 Sherry Oak,Single Malt Scotch Whisky 700mL,The Macallan,Scotch,,,700,Liquorland,AU,168.95,True,https://www.liquorland.com.au/spirits/whisky?search=The+Macallan+12+Sherry+Oak,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
39,The Macallan 12 Sherry Oak,Single Malt Scotch Whisky 700mL,The Macallan,Scotch,,,700,First Choice,AU,165.65,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=The+Macallan+12+Sherry+Oak,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
40,Nikka From The Barrel,Japanese Whisky 500mL,Nikka,Japanese,,,500,Dan Murphy's,AU,79.0,True,https://www.danmurphys.com.au/whisky/all?search=Nikka+From+The+Barrel,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
40,Nikka From The Barrel,Japanese Whisky 500mL,Nikka,Japanese,,,500,BWS,AU,74.34,True,https://bws.com.au/spirits/whisky?search=Nikka+From+The+Barrel,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
40,Nikka From The Barrel,Japanese Whisky 500mL,Nikka,Japanese,,,500,Liquorland,AU,80.49,True,https://www.liquorland.com.au/spirits/whisky?search=Nikka+From+The+Barrel,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
40,Nikka From The Barrel,Japanese Whisky 500mL,Nikka,Japanese,,,500,First Choice,AU,80.83,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Nikka+From+The+Barrel,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
41,Suntory Toki,Japanese Whisky 700mL,Suntory,Japanese,,,700,Dan Murphy's,AU,67.0,True,https://www.danmurphys.com.au/whisky/all?search=Suntory+Toki,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
41,Suntory Toki,Japanese Whisky 700mL,Suntory,Japanese,,,700,BWS,AU,65.62,True,https://bws.com.au/spirits/whisky?search=Suntory+Toki,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
41,Suntory Toki,Japanese Whisky 700mL,Suntory,Japanese,,,700,Liquorland,AU,71.07,False,https://www.liquorland.com.au/spirits/whisky?search=Suntory+Toki,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
41,Suntory Toki,Japanese Whisky 700mL,Suntory,Japanese,,,700,First Choice,AU,67.69,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Suntory+Toki,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
42,Hibiki Japanese Harmony,Japanese Whisky 700mL,Hibiki,Japanese,,,700,Dan Murphy's,AU,167.0,False,https://www.danmurphys.com.au/whisky/all?search=Hibiki+Japanese+Harmony,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
42,Hibiki Japanese Harmony,Japanese Whisky 700mL,Hibiki,Japanese,,,700,BWS,AU,159.7,True,https://bws.com.au/spirits/whisky?search=Hibiki+Japanese+Harmony,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
42,Hibiki Japanese Harmony,Japanese Whisky 700mL,Hibiki,Japanese,,,700,Liquorland,AU,171.95,True,https://www.liquorland.com.au/spirits/whisky?search=Hibiki+Japanese+Harmony,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
42,Hibiki Japanese Harmony,Japanese Whisky 700mL,Hibiki,Japanese,,,700,First Choice,AU,168.65,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Hibiki+Japanese+Harmony,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
43,Starward Two-Fold,Australian Whisky 700mL,Starward,Australian,,,700,Dan Murphy's,AU,81.0,True,https://www.danmurphys.com.au/whisky/all?search=Starward+Two-Fold,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
43,Starward Two-Fold,Australian Whisky 700mL,Starward,Australian,,,700,BWS,AU,78.44,True,https://bws.com.au/spirits/whisky?search=Starward+Two-Fold,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
43,Starward Two-Fold,Australian Whisky 700mL,Starward,Australian,,,700,Liquorland,AU,81.34,True,https://www.liquorland.com.au/spirits/whisky?search=Starward+Two-Fold,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
43,Starward Two-Fold,Australian Whisky 700mL,Starward,Australian,,,700,First Choice,AU,77.78,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Starward+Two-Fold,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
44,Starward Nova,Australian Whisky 700mL,Starward,Australian,,,700,Dan Murphy's,AU,109.0,True,https://www.danmurphys.com.au/whisky/all?search=Starward+Nova,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
44,Starward Nova,Australian Whisky 700mL,Starward,Australian,,,700,BWS,AU,105.82,True,https://bws.com.au/spirits/whisky?search=Starward+Nova,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
44,Starward Nova,Australian Whisky 700mL,Starward,Australian,,,700,Liquorland,AU,111.27,True,https://www.liquorland.com.au/spirits/whisky?search=Starward+Nova,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
44,Starward Nova,Australian Whisky 700mL,Starward,Australian,,,700,First Choice,AU,111.09,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Starward+Nova,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
45,Archie Rose Single Malt,Australian Whisky 700mL,Archie Rose,Australian,,,700,Dan Murphy's,AU,103.0,True,https://www.danmurphys.com.au/whisky/all?search=Archie+Rose+Single+Malt,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
45,Archie Rose Single Malt,Australian Whisky 700mL,Archie Rose,Australian,,,700,BWS,AU,103.9,False,https://bws.com.au/spirits/whisky?search=Archie+Rose+Single+Malt,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
45,Archie Rose Single Malt,Australian Whisky 700mL,Archie Rose,Australian,,,700,Liquorland,AU,111.15,True,https://www.liquorland.com.au/spirits/whisky?search=Archie+Rose+Single+Malt,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
45,Archie Rose Single Malt,Australian Whisky 700mL,Archie Rose,Australian,,,700,First Choice,AU,104.05,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Archie+Rose+Single+Malt,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
46,Lark Symphony No.1,Australian Whisky 500mL,Lark,Australian,,,500,Dan Murphy's,AU,126.0,True,https://www.danmurphys.com.au/whisky/all?search=Lark+Symphony+No.1,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
46,Lark Symphony No.1,Australian Whisky 500mL,Lark,Australian,,,500,BWS,AU,127.36,True,https://bws.com.au/spirits/whisky?search=Lark+Symphony+No.1,https://bws.com.au/spirits/whisky,assets/stores/bws.svg,2026-03-31,curated_seed,Top 50
46,Lark Symphony No.1,Australian Whisky 500mL,Lark,Australian,,,500,Liquorland,AU,129.96,True,https://www.liquorland.com.au/spirits/whisky?search=Lark+Symphony+No.1,https://www.liquorland.com.au/spirits/whisky,assets/stores/liquorland.svg,2026-03-31,curated_seed,Top 50
46,Lark Symphony No.1,Australian Whisky 500mL,Lark,Australian,,,500,First Choice,AU,127.32,True,https://www.firstchoiceliquor.com.au/spirits/whisky?search=Lark+Symphony+No.1,https://www.firstchoiceliquor.com.au/spirits/whisky,assets/stores/first_choice.svg,2026-03-31,curated_seed,Top 50
47,Lark Classic Cask,Australian Whisky 500mL,Lark,Australian,,,500,Dan Murphy's,AU,136.0,True,https://www.danmurphys.com.au/whisky/all?search=Lark+Classic+Cask,https://www.danmurphys.com.au/whisky/all,assets/stores/dan_murphys.svg,2026-03-31,curated_seed,Top 50
